(Intercept),spkr: old,prec: maintain,load: yes,iteration,coefname
2248.00453155263,62.87713271178907,-320.6319876978084,48.92122443424129,1,(Intercept)
84.8585329583377,15.822541643087707,45.48975901212757,15.822519429974983,1,spkr: old
26.491201923751312,3.973895858839961,-7.048443312533881,3.0918732412211445,1,prec: maintain
1.2240814322131395e-154,7.070648819335171e-5,1.809304300853836e-12,0.0019889776228250787,1,load: yes
2008.5147484279926,58.693455288636095,-341.5379013819277,58.564042345521614,2,(Intercept)
82.16796110605675,16.323242487062036,48.24697307870773,16.32322136085433,2,spkr: old
24.444013474248678,3.595698301679774,-7.078949819810657,3.5877748056500334,2,prec: maintain
5.826937442270696e-132,0.0003235225729557706,1.4525096490585374e-12,0.0003335121459427511,2,load: yes
2139.4343166774356,88.38280330619658,-257.6419536777583,80.71445448730573,3,(Intercept)
74.05112063879886,15.799159268015691,39.52887647606259,15.799136588348464,3,spkr: old
28.891315866953747,5.5941459799776485,-6.517816256016736,5.108788954127466,3,prec: maintain
1.5349209569403051e-183,2.2171035723031154e-8,7.133830153950343e-11,3.2423026281805874e-7,3,load: yes
2051.272009211674,47.52464489434686,-234.49291632400644,57.065423378072516,4,(Intercept)
74.27847947726491,15.78851281997723,45.5766720939404,15.788490855777155,4,spkr: old
27.615966611695725,3.010077354101005,-5.145020589495458,3.6143684598703585,4,prec: maintain
7.156329817410173e-168,0.00261181162878245,2.6749147139861075e-7,0.00030108062817926697,4,load: yes
2344.2247155020927,45.69084301041014,-347.15374352584143,63.28353898880324,5,(Intercept)
64.80352238441569,15.955034958899942,43.69804604716877,15.955013888635799,5,spkr: old
36.174340980974904,2.8637256595243716,-7.944376806942693,3.9663731683667103,5,prec: maintain
1.5418141675486725e-286,0.004186904641609879,1.951694807545626e-15,7.297457930023342e-5,5,load: yes
2183.083478460699,83.51997640278205,-382.825451643815,102.99870205876219,6,(Intercept)
82.77109292740808,15.912012742834262,46.41180489998433,15.911989337962023,6,spkr: old
26.374950496005983,5.248863091841981,-8.248449989583236,6.473024828707814,6,prec: maintain
2.6561399650065814e-153,1.5304075573432244e-7,1.6046214362771533e-16,9.60601604305861e-11,6,load: yes
2165.371240971536,89.52839540987944,-347.0609017803569,58.153317772549066,7,(Intercept)
73.88460241668734,15.895377920942023,38.605039090777815,15.895354529699256,7,spkr: old
29.307476390811193,5.632353999707459,-8.990041454543293,3.6585102687639983,7,prec: maintain
8.328651026731344e-189,1.7776632042394257e-8,2.471371996397594e-19,0.00025368557807492893,7,load: yes
2243.5677506589177,71.89191615202861,-356.1604563956102,93.19471830886606,8,(Intercept)
66.52121616510368,16.069527957944867,42.2879714625279,16.069507091003807,8,spkr: old
33.727100615395386,4.473803856602075,-8.422263922288401,5.799475850820543,8,prec: maintain
2.316505897814099e-249,7.684023324874379e-6,3.692780338347847e-17,6.6522517045511765e-9,8,load: yes
2185.9979086148583,90.25651429127002,-321.31644179645593,70.48730345399545,9,(Intercept)
86.21834409594221,15.908349435117621,47.34412060446044,15.908328288617746,9,spkr: old
25.354208916171242,5.673531038489078,-6.7868288119852345,4.430842900346005,9,prec: maintain
8.075563246440272e-142,1.398837417753575e-8,1.1462508159350715e-11,9.386545669476868e-6,9,load: yes
2140.3767857583907,42.46291214266371,-324.3898567439682,81.21344943305135,10,(Intercept)
84.49200917543129,15.90629439011223,50.3824239864783,15.906272983131903,10,spkr: old
25.332298363438287,2.6695665942823097,-6.438552000416422,5.105749757921019,10,prec: maintain
1.408329290087258e-141,0.007594921061856331,1.2061863798220432e-10,3.294854824403451e-7,10,load: yes
2187.063062255309,74.19982997300414,-272.87245073874124,85.3266665618893,11,(Intercept)
73.71667783561851,16.034389413406053,46.428069266269006,16.034368744671728,11,spkr: old
29.668497366800235,4.627543217265701,-5.87731635304053,5.3214858608165425,11,prec: maintain
1.9582376957060592e-193,3.7002903251854167e-6,4.169708897398497e-9,1.0292311182413669e-7,11,load: yes
2171.468379088283,75.93943280564737,-358.0813655519996,57.211786646955964,12,(Intercept)
94.20085675290528,16.003973049655507,54.63978233449394,16.003950698497793,12,spkr: old
23.05147165257934,4.745036283804665,-6.553491801264807,3.574853967297346,12,prec: maintain
1.4217508224777658e-117,2.0846896406612196e-6,5.6207020438170196e-11,0.00035042343183751235,12,load: yes
